kind,magnitude,start,detector,delay_h,detected
step,-0.005,2015-09-21,ewma,,False
step,-0.005,2015-09-24,cusum,,False
step,-0.005,2015-09-24,ewma,,False
step,-0.005,2015-09-27,cusum,,False
step,-0.005,2015-09-27,ewma,,False
step,-0.005,2015-09-30,cusum,,False
step,-0.005,2015-09-30,ewma,,False
step,-0.005,2015-10-03,cusum,,False
step,-0.005,2015-10-03,ewma,,False
step,-0.005,2015-10-06,cusum,,False
step,-0.005,2015-10-06,ewma,,False
step,-0.005,2015-10-09,cusum,,False
step,-0.005,2015-10-09,ewma,,False
step,-0.005,2015-10-12,cusum,,False
step,-0.005,2015-10-12,ewma,,False
step,-0.005,2015-10-15,cusum,1133.0,True
step,-0.005,2015-10-15,ewma,,False
step,-0.005,2015-10-18,cusum,1050.0,True
step,-0.005,2015-10-18,ewma,5.0,True
step,-0.005,2015-10-21,cusum,969.0,True
step,-0.005,2015-10-21,ewma,,False
step,-0.005,2015-10-24,cusum,887.0,True
step,-0.005,2015-10-24,ewma,,False
step,-0.005,2015-10-27,cusum,810.0,True
step,-0.005,2015-10-27,ewma,,False
step,-0.005,2015-10-30,cusum,737.0,True
step,-0.005,2015-10-30,ewma,,False
step,-0.005,2015-11-02,cusum,676.0,True
step,-0.005,2015-11-02,ewma,,False
step,-0.005,2015-11-05,cusum,617.0,True
step,-0.005,2015-11-05,ewma,,False
step,-0.005,2015-11-08,cusum,552.0,True
step,-0.005,2015-11-08,ewma,,False
step,-0.005,2015-11-11,cusum,,False
step,-0.005,2015-11-11,ewma,,False
step,-0.005,2015-11-14,cusum,,False
step,-0.005,2015-11-14,ewma,,False
step,-0.005,2015-11-17,cusum,,False
step,-0.005,2015-11-17,ewma,,False
step,-0.005,2015-11-20,cusum,,False
step,-0.005,2015-11-20,ewma,,False
step,-0.005,2015-11-23,cusum,,False
step,-0.005,2015-11-23,ewma,,False
step,-0.005,2015-11-26,cusum,1311.0,True
step,-0.005,2015-11-26,ewma,,False
step,-0.005,2015-11-29,cusum,1213.0,True
step,-0.005,2015-11-29,ewma,,False
step,-0.005,2015-12-02,cusum,1096.0,True
step,-0.005,2015-12-02,ewma,,False
step,-0.005,2015-12-05,cusum,1072.0,True
step,-0.005,2015-12-05,ewma,,False
step,-0.005,2015-12-08,cusum,1044.0,True
step,-0.005,2015-12-08,ewma,,False
step,-0.005,2015-12-11,cusum,1071.0,True
step,-0.005,2015-12-11,ewma,,False
step,-0.005,2015-12-14,cusum,,False
step,-0.005,2015-12-14,ewma,,False
step,-0.005,2015-12-17,cusum,,False
step,-0.005,2015-12-17,ewma,,False
step,-0.005,2015-12-20,cusum,,False
step,-0.005,2015-12-20,ewma,,False
step,-0.005,2015-12-23,cusum,,False
step,-0.005,2015-12-23,ewma,,False
step,-0.005,2015-12-26,cusum,,False
step,-0.005,2015-12-26,ewma,,False
step,-0.005,2015-12-29,cusum,,False
step,-0.005,2015-12-29,ewma,,False
step,-0.005,2016-01-01,cusum,,False
step,-0.005,2016-01-01,ewma,,False
step,-0.005,2016-01-04,cusum,,False
step,-0.005,2016-01-04,ewma,,False
step,-0.005,2016-01-07,cusum,,False
step,-0.005,2016-01-07,ewma,,False
step,-0.005,2016-01-10,cusum,,False
step,-0.005,2016-01-10,ewma,,False
step,-0.005,2016-01-13,cusum,,False
step,-0.005,2016-01-13,ewma,,False
step,-0.005,2016-03-25,cusum,,False
step,-0.005,2016-03-25,ewma,,False
step,-0.005,2016-03-28,cusum,,False
step,-0.005,2016-03-28,ewma,,False
step,-0.005,2016-03-31,cusum,,False
step,-0.005,2016-03-31,ewma,,False
step,-0.005,2016-04-03,cusum,,False
step,-0.005,2016-04-03,ewma,,False
step,-0.005,2016-04-06,cusum,,False
step,-0.005,2016-04-06,ewma,,False
step,-0.005,2016-04-09,cusum,,False
step,-0.005,2016-04-09,ewma,,False
step,-0.005,2016-04-12,cusum,,False
step,-0.005,2016-04-12,ewma,,False
step,-0.005,2016-04-15,cusum,,False
step,-0.005,2016-04-15,ewma,,False
step,-0.005,2016-04-18,cusum,,False
step,-0.005,2016-04-18,ewma,,False
step,-0.005,2016-04-21,cusum,,False
step,-0.005,2016-04-21,ewma,,False
step,-0.005,2016-04-24,cusum,,False
step,-0.005,2016-04-24,ewma,,False
step,-0.005,2016-04-27,cusum,,False
step,-0.005,2016-04-27,ewma,,False
step,-0.005,2016-04-30,cusum,,False
step,-0.005,2016-04-30,ewma,,False
step,-0.005,2016-05-03,cusum,,False
step,-0.005,2016-05-03,ewma,,False
step,-0.01,2015-03-04,cusum,410.0,True
step,-0.01,2015-03-04,ewma,,False
step,-0.01,2015-03-07,cusum,369.0,True
step,-0.01,2015-03-07,ewma,,False
step,-0.01,2015-03-10,cusum,421.0,True
step,-0.01,2015-03-10,ewma,,False
step,-0.01,2015-03-13,cusum,391.0,True
step,-0.01,2015-03-13,ewma,,False
step,-0.01,2015-03-16,cusum,393.0,True
step,-0.01,2015-03-16,ewma,,False
step,-0.01,2015-03-19,cusum,326.0,True
step,-0.01,2015-03-19,ewma,,False
step,-0.01,2015-03-22,cusum,295.0,True
step,-0.01,2015-03-22,ewma,,False
step,-0.01,2015-03-25,cusum,250.0,True
step,-0.01,2015-03-25,ewma,,False
step,-0.01,2015-03-28,cusum,273.0,True
step,-0.01,2015-03-28,ewma,5.0,True
step,-0.01,2015-03-31,cusum,265.0,True
step,-0.01,2015-03-31,ewma,,False
step,-0.01,2015-04-03,cusum,354.0,True
step,-0.01,2015-04-03,ewma,,False
step,-0.01,2015-04-06,cusum,1190.0,True
step,-0.01,2015-04-06,ewma,,False
step,-0.01,2015-04-09,cusum,1141.0,True
step,-0.01,2015-04-09,ewma,,False
step,-0.01,2015-04-12,cusum,1282.0,True
step,-0.01,2015-04-12,ewma,,False
step,-0.01,2015-04-15,cusum,1229.0,True
step,-0.01,2015-04-15,ewma,,False
step,-0.01,2015-04-18,cusum,1226.0,True
step,-0.01,2015-04-18,ewma,,False
step,-0.01,2015-09-18,cusum,422.0,True
step,-0.01,2015-09-18,ewma,,False
step,-0.01,2015-09-21,cusum,392.0,True
step,-0.01,2015-09-21,ewma,,False
step,-0.01,2015-09-24,cusum,408.0,True
step,-0.01,2015-09-24,ewma,,False
step,-0.01,2015-09-27,cusum,408.0,True
step,-0.01,2015-09-27,ewma,,False
step,-0.01,2015-09-30,cusum,420.0,True
step,-0.01,2015-09-30,ewma,,False
step,-0.01,2015-10-03,cusum,440.0,True
step,-0.01,2015-10-03,ewma,,False
step,-0.01,2015-10-06,cusum,514.0,True
step,-0.01,2015-10-06,ewma,,False
step,-0.01,2015-10-09,cusum,1223.0,True
step,-0.01,2015-10-09,ewma,,False
step,-0.01,2015-10-12,cusum,368.0,True
step,-0.01,2015-10-12,ewma,,False
step,-0.01,2015-10-15,cusum,1055.0,True
step,-0.01,2015-10-15,ewma,1121.0,True
step,-0.01,2015-10-18,cusum,964.0,True
step,-0.01,2015-10-18,ewma,5.0,True
step,-0.01,2015-10-21,cusum,908.0,True
step,-0.01,2015-10-21,ewma,882.0,True
step,-0.01,2015-10-24,cusum,848.0,True
step,-0.01,2015-10-24,ewma,795.0,True
step,-0.01,2015-10-27,cusum,766.0,True
step,-0.01,2015-10-27,ewma,5.0,True
step,-0.01,2015-10-30,cusum,693.0,True
step,-0.01,2015-10-30,ewma,649.0,True
step,-0.01,2015-11-02,cusum,635.0,True
step,-0.01,2015-11-02,ewma,589.0,True
step,-0.01,2015-11-05,cusum,573.0,True
step,-0.01,2015-11-05,ewma,586.0,True
step,-0.01,2015-11-08,cusum,506.0,True
step,-0.01,2015-11-08,ewma,542.0,True
step,-0.01,2015-11-11,cusum,439.0,True
step,-0.01,2015-11-11,ewma,,False
step,-0.01,2015-11-14,cusum,378.0,True
step,-0.01,2015-11-14,ewma,,False
step,-0.01,2015-11-17,cusum,316.0,True
step,-0.01,2015-11-17,ewma,,False
step,-0.01,2015-11-20,cusum,167.0,True
step,-0.01,2015-11-20,ewma,,False
step,-0.01,2015-11-23,cusum,169.0,True
step,-0.01,2015-11-23,ewma,,False
step,-0.01,2015-11-26,cusum,968.0,True
step,-0.01,2015-11-26,ewma,,False
step,-0.01,2015-11-29,cusum,883.0,True
step,-0.01,2015-11-29,ewma,5.0,True
step,-0.01,2015-12-02,cusum,806.0,True
step,-0.01,2015-12-02,ewma,,False
step,-0.01,2015-12-05,cusum,739.0,True
step,-0.01,2015-12-05,ewma,,False
step,-0.01,2015-12-08,cusum,683.0,True
step,-0.01,2015-12-08,ewma,,False
step,-0.01,2015-12-11,cusum,632.0,True
step,-0.01,2015-12-11,ewma,,False
step,-0.01,2015-12-14,cusum,618.0,True
step,-0.01,2015-12-14,ewma,,False
step,-0.01,2015-12-17,cusum,609.0,True
step,-0.01,2015-12-17,ewma,,False
step,-0.01,2015-12-20,cusum,617.0,True
step,-0.01,2015-12-20,ewma,,False
step,-0.01,2015-12-23,cusum,663.0,True
step,-0.01,2015-12-23,ewma,,False
step,-0.01,2015-12-26,cusum,660.0,True
step,-0.01,2015-12-26,ewma,,False
step,-0.01,2015-12-29,cusum,631.0,True
step,-0.01,2015-12-29,ewma,,False
step,-0.01,2016-01-01,cusum,948.0,True
step,-0.01,2016-01-01,ewma,,False
step,-0.01,2016-01-04,cusum,952.0,True
step,-0.01,2016-01-04,ewma,,False
step,-0.01,2016-01-07,cusum,945.0,True
step,-0.01,2016-01-07,ewma,,False
step,-0.01,2016-01-10,cusum,894.0,True
step,-0.01,2016-01-10,ewma,,False
step,-0.01,2016-01-13,cusum,901.0,True
step,-0.01,2016-01-13,ewma,,False
step,-0.01,2016-03-25,cusum,1085.0,True
step,-0.01,2016-03-25,ewma,,False
step,-0.01,2016-03-28,cusum,1212.0,True
step,-0.01,2016-03-28,ewma,,False
step,-0.01,2016-03-31,cusum,1224.0,True
step,-0.01,2016-03-31,ewma,,False
step,-0.01,2016-04-03,cusum,1197.0,True
step,-0.01,2016-04-03,ewma,,False
step,-0.01,2016-04-06,cusum,1199.0,True
step,-0.01,2016-04-06,ewma,,False
step,-0.01,2016-04-09,cusum,1196.0,True
step,-0.01,2016-04-09,ewma,,False
step,-0.01,2016-04-12,cusum,1150.0,True
step,-0.01,2016-04-12,ewma,,False
step,-0.01,2016-04-15,cusum,1085.0,True
step,-0.01,2016-04-15,ewma,,False
step,-0.01,2016-04-18,cusum,808.0,True
step,-0.01,2016-04-18,ewma,,False
step,-0.01,2016-04-21,cusum,804.0,True
step,-0.01,2016-04-21,ewma,,False
step,-0.01,2016-04-24,cusum,809.0,True
step,-0.01,2016-04-24,ewma,,False
step,-0.01,2016-04-27,cusum,797.0,True
step,-0.01,2016-04-27,ewma,,False
step,-0.01,2016-04-30,cusum,862.0,True
step,-0.01,2016-04-30,ewma,,False
step,-0.01,2016-05-03,cusum,819.0,True
step,-0.01,2016-05-03,ewma,,False
step,-0.015,2015-03-04,cusum,271.0,True
step,-0.015,2015-03-04,ewma,,False
step,-0.015,2015-03-07,cusum,203.0,True
step,-0.015,2015-03-07,ewma,,False
step,-0.015,2015-03-10,cusum,195.0,True
step,-0.015,2015-03-10,ewma,,False
step,-0.015,2015-03-13,cusum,225.0,True
step,-0.015,2015-03-13,ewma,5.0,True
step,-0.015,2015-03-16,cusum,278.0,True
step,-0.015,2015-03-16,ewma,,False
step,-0.015,2015-03-19,cusum,235.0,True
step,-0.015,2015-03-19,ewma,,False
step,-0.015,2015-03-22,cusum,208.0,True
step,-0.015,2015-03-22,ewma,,False
step,-0.015,2015-03-25,cusum,169.0,True
step,-0.015,2015-03-25,ewma,,False
step,-0.015,2015-03-28,cusum,157.0,True
step,-0.015,2015-03-28,ewma,5.0,True
step,-0.015,2015-03-31,cusum,194.0,True
step,-0.015,2015-03-31,ewma,,False
step,-0.015,2015-04-03,cusum,186.0,True
step,-0.015,2015-04-03,ewma,5.0,True
step,-0.015,2015-04-06,cusum,171.0,True
step,-0.015,2015-04-06,ewma,,False
step,-0.015,2015-04-09,cusum,212.0,True
step,-0.015,2015-04-09,ewma,59.0,True
step,-0.015,2015-04-12,cusum,435.0,True
step,-0.015,2015-04-12,ewma,,False
step,-0.015,2015-04-15,cusum,669.0,True
step,-0.015,2015-04-15,ewma,,False
step,-0.015,2015-04-18,cusum,747.0,True
step,-0.015,2015-04-18,ewma,,False
step,-0.015,2015-09-18,cusum,269.0,True
step,-0.015,2015-09-18,ewma,460.0,True
step,-0.015,2015-09-21,cusum,264.0,True
step,-0.015,2015-09-21,ewma,447.0,True
step,-0.015,2015-09-24,cusum,265.0,True
step,-0.015,2015-09-24,ewma,457.0,True
step,-0.015,2015-09-27,cusum,265.0,True
step,-0.015,2015-09-27,ewma,457.0,True
step,-0.015,2015-09-30,cusum,268.0,True
step,-0.015,2015-09-30,ewma,459.0,True
step,-0.015,2015-10-03,cusum,292.0,True
step,-0.015,2015-10-03,ewma,1291.0,True
step,-0.015,2015-10-06,cusum,320.0,True
step,-0.015,2015-10-06,ewma,1223.0,True
step,-0.015,2015-10-09,cusum,279.0,True
step,-0.015,2015-10-09,ewma,1151.0,True
step,-0.015,2015-10-12,cusum,215.0,True
step,-0.015,2015-10-12,ewma,1078.0,True
step,-0.015,2015-10-15,cusum,179.0,True
step,-0.015,2015-10-15,ewma,156.0,True
step,-0.015,2015-10-18,cusum,161.0,True
step,-0.015,2015-10-18,ewma,5.0,True
step,-0.015,2015-10-21,cusum,391.0,True
step,-0.015,2015-10-21,ewma,5.0,True
step,-0.015,2015-10-24,cusum,444.0,True
step,-0.015,2015-10-24,ewma,774.0,True
step,-0.015,2015-10-27,cusum,534.0,True
step,-0.015,2015-10-27,ewma,5.0,True
step,-0.015,2015-10-30,cusum,597.0,True
step,-0.015,2015-10-30,ewma,629.0,True
step,-0.015,2015-11-02,cusum,556.0,True
step,-0.015,2015-11-02,ewma,560.0,True
step,-0.015,2015-11-05,cusum,506.0,True
step,-0.015,2015-11-05,ewma,491.0,True
step,-0.015,2015-11-08,cusum,459.0,True
step,-0.015,2015-11-08,ewma,421.0,True
step,-0.015,2015-11-11,cusum,403.0,True
step,-0.015,2015-11-11,ewma,354.0,True
step,-0.015,2015-11-14,cusum,341.0,True
step,-0.015,2015-11-14,ewma,290.0,True
step,-0.015,2015-11-17,cusum,275.0,True
step,-0.015,2015-11-17,ewma,219.0,True
step,-0.015,2015-11-20,cusum,135.0,True
step,-0.015,2015-11-20,ewma,128.0,True
step,-0.015,2015-11-23,cusum,136.0,True
step,-0.015,2015-11-23,ewma,131.0,True
step,-0.015,2015-11-26,cusum,142.0,True
step,-0.015,2015-11-26,ewma,77.0,True
step,-0.015,2015-11-29,cusum,800.0,True
step,-0.015,2015-11-29,ewma,5.0,True
step,-0.015,2015-12-02,cusum,725.0,True
step,-0.015,2015-12-02,ewma,,False
step,-0.015,2015-12-05,cusum,657.0,True
step,-0.015,2015-12-05,ewma,,False
step,-0.015,2015-12-08,cusum,589.0,True
step,-0.015,2015-12-08,ewma,,False
step,-0.015,2015-12-11,cusum,531.0,True
step,-0.015,2015-12-11,ewma,,False
step,-0.015,2015-12-14,cusum,477.0,True
step,-0.015,2015-12-14,ewma,,False
step,-0.015,2015-12-17,cusum,426.0,True
step,-0.015,2015-12-17,ewma,,False
step,-0.015,2015-12-20,cusum,368.0,True
step,-0.015,2015-12-20,ewma,,False
step,-0.015,2015-12-23,cusum,320.0,True
step,-0.015,2015-12-23,ewma,,False
step,-0.015,2015-12-26,cusum,279.0,True
step,-0.015,2015-12-26,ewma,,False
step,-0.015,2015-12-29,cusum,274.0,True
step,-0.015,2015-12-29,ewma,,False
step,-0.015,2016-01-01,cusum,319.0,True
step,-0.015,2016-01-01,ewma,,False
step,-0.015,2016-01-04,cusum,314.0,True
step,-0.015,2016-01-04,ewma,,False
step,-0.015,2016-01-07,cusum,313.0,True
step,-0.015,2016-01-07,ewma,,False
step,-0.015,2016-01-10,cusum,294.0,True
step,-0.015,2016-01-10,ewma,,False
step,-0.015,2016-01-13,cusum,280.0,True
step,-0.015,2016-01-13,ewma,,False
step,-0.015,2016-03-25,cusum,741.0,True
step,-0.015,2016-03-25,ewma,,False
step,-0.015,2016-03-28,cusum,786.0,True
step,-0.015,2016-03-28,ewma,,False
step,-0.015,2016-03-31,cusum,747.0,True
step,-0.015,2016-03-31,ewma,,False
step,-0.015,2016-04-03,cusum,703.0,True
step,-0.015,2016-04-03,ewma,,False
step,-0.015,2016-04-06,cusum,685.0,True
step,-0.015,2016-04-06,ewma,,False
step,-0.015,2016-04-09,cusum,675.0,True
step,-0.015,2016-04-09,ewma,,False
step,-0.015,2016-04-12,cusum,657.0,True
step,-0.015,2016-04-12,ewma,,False
step,-0.015,2016-04-15,cusum,590.0,True
step,-0.015,2016-04-15,ewma,,False
step,-0.015,2016-04-18,cusum,328.0,True
step,-0.015,2016-04-18,ewma,,False
step,-0.015,2016-04-21,cusum,326.0,True
step,-0.015,2016-04-21,ewma,8.0,True
step,-0.015,2016-04-24,cusum,329.0,True
step,-0.015,2016-04-24,ewma,,False
step,-0.015,2016-04-27,cusum,358.0,True
step,-0.015,2016-04-27,ewma,,False
step,-0.015,2016-04-30,cusum,419.0,True
step,-0.015,2016-04-30,ewma,,False
step,-0.015,2016-05-03,cusum,487.0,True
step,-0.015,2016-05-03,ewma,,False
